t,s,lateral,lateralV,speed,yawOffset,yawRate,lean,steer,slipFront,slipRear,grip,loadFracFront,longAccel,suspFront,suspRear,wheelie,airY,airVY,boost,slipstream,onRoad,airborne
3.377,63.70597333036577,0,0,28.220019885301156,0,0,0,0,0,0,1,0.15178837475168255,6.965371532585701,0.09440739370804216,-0.09440739370804216,0.28664524555690873,0,0,0,0.005871940513982111,1,0
3.401,64.17774339357308,0,0,28.334912951157225,0,0,0,0,0,0,1,0.1523737844956945,6.951698033564851,0.09422549240970614,-0.09422549240970614,0.2838685813353083,0,0,0,0.005577756294231611,1,0
3.428,65.127015790334,0,0,28.56401317369553,0,0,0,0,0,0,1,0.15354563403186638,6.924326976541408,0.09386139894499908,-0.09386139894499908,0.27829406728433287,0,0,0,0.005032865337625679,1,0
3.451,65.60451049859098,0,0,28.678220063907705,0,0,0,0,0,0,1,0.15413207334772816,6.9106294296637785,0.09367920373887946,-0.09367920373887946,0.27549681052275227,0,0,0,0.004782228643811929,1,0
3.478,66.56519785563715,0,0,28.905946769022727,0,0,0,0,0,0,1,0.15530596557164905,6.88321066129077,0.09331451023286659,-0.09331451023286659,0.26988366358776256,0,0,0,0.004315052775420221,1,0
3.501,67.04838286596579,0,0,29.01946630671133,0,0,0,0,0,0,1,0.15589342483021118,6.869489291465783,0.0931320099950323,-0.0931320099950323,0.26706827318102366,0,0,0,0.004100163147204301,1,0
3.528,68.02041643819824,0,0,29.245817129573105,0,0,0,0,0,0,1,0.15706935013454099,6.842023036143223,0.09276669895603001,-0.09276669895603001,0.26142101080830754,0,0,0,0.0036996182503555384,1,0
3.551,68.50925734869551,0,0,29.358648146019842,0,0,0,0,0,0,1,0.15765781938724516,6.828278075740775,0.09258388717011902,-0.09258388717011902,0.2585895613366367,0,0,0,0.003514267376012728,1,0
3.578,69.49256827414249,0,0,29.58362077119003,0,0,0,0,0,0,1,0.15883575242331527,6.800764925541137,0.0922179495769057,-0.0922179495769057,0.2529120002143143,0,0,0,0.0031719600919668588,1,0
3.602,69.98703062527368,0,0,29.6957621325851,0,0,0,0,0,0,1,0.15942521139771587,6.786996848067638,0.09203482364447418,-0.09203482364447418,0.2500662491327631,0,0,0,0.0030139964793869144,1,0
3.628,70.98154992957438,0,0,29.91935435637446,0,0,0,0,0,0,1,0.16060509458014993,6.759438148020784,0.09166825821746248,-0.09166825821746248,0.24436163891707524,0,0,0,0.002720418092032301,1,0
3.652,71.48159920683294,0,0,30.03080498107479,0,0,0,0,0,0,1,0.16119551234213475,6.74564767600871,0.09148481936724753,-0.09148481936724753,0.2415030878111864,0,0,0,0.0025833090201938715,1,0
3.678,72.4872578068313,0,0,30.25301465184573,0,0,0,0,0,0,1,0.1623772934847097,6.71804464503571,0.09111763169483049,-0.09111763169483049,0.23577420472314814,0,0,0,0.002332418151485005,1,0
3.701,72.99285944221917,0,0,30.363773489840877,0,0,0,0,0,0,1,0.16296863946092705,6.704232492591205,0.09093388412852829,-0.09093388412852829,0.23290413916828767,0,0,0,0.0022148642766501594,1,0
3.729,74.00958815112536,0,0,30.58459859319431,0,0,0,0,0,0,1,0.16415223549213304,6.67658707100518,0.0905660854074682,-0.0905660854074682,0.22715337592021315,0,0,0,0.0019997567466964626,1,0
3.751,74.52070752641245,0,0,30.694664661717802,0,0,0,0,0,0,1,0.1647444678871715,6.662754214349638,0.09038203609845044,-0.09038203609845044,0.2242729098889354,0,0,0,0.0018995689336869764,1,0
3.778,75.54843705992123,0,0,30.914103299912167,0,0,0,0,0,0,1,0.16592978692475052,6.635068548257614,0.09001364291838466,-0.09001364291838466,0.21850234842406543,0,0,0,0.001714541383709812,1,0
3.801,76.06503950965262,0,0,31.023475678820954,0,0,0,0,0,0,1,0.1665228587824703,6.621216084152302,0.0898293014012833,-0.0898293014012833,0.21561245549653954,0,0,0,0.001628642860385956,1,0
3.828,77.10370049182458,0,0,31.24152607044904,0,0,0,0,0,0,1,0.1677098045911944,6.593492421334246,0.08946033500191142,-0.08946033500191142,0.20982392115916065,0,0,0,0.0014700048699971997,1,0
3.85,77.62575130636407,0,0,31.35020390709787,0,0,0,0,0,0,1,0.16830366322292678,6.5796215804359255,0.08927571292286537,-0.08927571292286537,0.2069254594576847,0,0,0,0.0013963576260103449,1,0
3.878,78.67527427656941,0,0,31.566864417571782,0,0,0,0,0,0,1,0.16949212622415316,6.551862480335852,0.08890619856246952,-0.08890619856246952,0.20112057161360003,0,0,0,0.001259947463488972,1,0
3.901,79.2027387056657,0,0,31.674846926356704,0,0,0,0,0,0,1,0.17008671705575973,6.537974537340469,0.08872130947354004,-0.08872130947354004,0.19821430622757594,0,0,0,0.00119720207980722,1,0
3.928,80.26305412565634,0,0,31.890116068122346,0,0,0,0,0,0,1,0.17127657913024602,6.510182758886398,0.08835127596470119,-0.08835127596470119,0.19239451669470525,0,0,0,0.0010802474206028747,1,0
3.951,80.79589738223574,0,0,31.997402548473776,0,0,0,0,0,0,1,0.17187183890043628,6.496279191396954,0.0881661351154213,-0.0881661351154213,0.1894811385702917,0,0,0,0.0010261270248306683,1,0
3.977,81.8669356439056,0,0,32.211278983676294,0,0,0,0,0,0,1,0.17306297796434378,6.468457586118543,0.0877956145195751,-0.0877956145195751,0.18364776524177814,0,0,0,0.0009261771014544987,1,0
4.001,82.40512290783349,0,0,32.31786880799036,0,0,0,0,0,0,1,0.17365884301914963,6.454539880909864,0.08761023865966103,-0.08761023865966103,0.1807279045495712,0,0,0,0.0008800534818020636,1,0
4.028,83.4868143412079,0,0,32.530351369447324,0,0,0,0,0,0,1,0.1748511259831541,6.426691557393473,0.08723926589325255,-0.08723926589325255,0.17488215853174105,0,0,0,0.0007943318548060612,1,0
4.051,84.03031076348508,0,0,32.636243993952824,0,0,0,0,0,0,1,0.17544752913725586,6.412761283722667,0.08705367314252774,-0.08705367314252774,0.17195639785175915,0,0,0,0.0007545358288802801,1,0
4.075,84.57556915654553,0,0,32.74190410911165,0,0,0,0,0,0,1,0.1760440977806984,6.398827144693689,0.08686801231248245,-0.08686801231248245,0.16902879275410965,0,0,0,0.0007167335838533764,1,0
4.101,85.67135635122482,0,0,32.95252662376166,0,0,0,0,0,0,1,0.17723769872945022,6.370948036819271,0.08649649508599642,-0.08649649508599642,0.16316828374415665,0,0,0,0.0006469201347834681,1,0
4.127,86.7741449103683,0,0,33.16221856373964,0,0,0,0,0,0,1,0.17843186639552044,6.3430556920474865,0.08612473190643412,-0.08612473190643412,0.1573010900042093,0,0,0,0.0005839068661164797,1,0
4.151,87.3281550065117,0,0,33.26671547419658,0,0,0,0,0,0,1,0.17902914215038723,6.329105036915957,0.08593876374369855,-0.08593876374369855,0.15436512521019968,0,0,0,0.000554653132124046,1,0
4.178,88.44138743667209,0,0,33.475011008207346,0,0,0,0,0,0,1,0.18022404017411608,6.301195633076004,0.08556666584869918,-0.08556666584869918,0.148488729678785,0,0,0,0.0005004690731933798,1,0
4.201,89.00060201108073,0,0,33.57880957626522,0,0,0,0,0,0,1,0.18082164610362028,6.287237266008298,0.08538054081297264,-0.08538054081297264,0.14554840441853992,0,0,0,0.0004755457133483489,1,0
4.228,90.1242084765929,0,0,33.78570820564148,0,0,0,0,0,0,1,0.18201712819161814,6.259314220095777,0.08500815051112709,-0.08500815051112709,0.13966375842238185,0,0,0,0.0004290896145676921,1,0
4.251,90.68859260589115,0,0,33.88880822688793,0,0,0,0,0,0,1,0.18261499013291488,6.245349873324059,0.08482189009586517,-0.08482189009586517,0.13671953929775,0,0,0,0.00040772095176222056,1,0
4.281,91.8225032512178,0,0,34.09430962180604,0,0,0,0,0,0,1,0.18381091148447004,6.217416567469879,0.08444925097580425,-0.08444925097580425,0.13082755878515392,0,0,0,0.0003680068843014012,1,0
4.302,92.39202200421175,0,0,34.19671097864002,0,0,0,0,0,0,1,0.18440895451100148,6.203447991064467,0.08426287722494527,-0.08426287722494527,0.12787989600208394,0,0,0,0.0003495697393979022,1,0
4.33,93.53616696263275,0,0,34.40081499065349,0,0,0,0,0,0,1,0.18560516551084238,6.175507919853897,0.08389003384356845,-0.08389003384356845,0.12198146823442754,0,0,0,0.0003154202750518189,1,0
4.351,94.11078540473684,0,0,34.50251764882256,0,0,0,0,0,0,1,0.1862033166822759,6.161536817492557,0.08370356924567117,-0.08370356924567117,0.1190307990830748,0,0,0,0.000299712345354238,1,0
4.378,95.26509480711051,0,0,34.705224305297534,0,0,0,0,0,0,1,0.18739966662587593,6.133593500952756,0.08333056692365937,-0.08333056692365937,0.1131267877942835,0,0,0,0.0002705188583607606,1,0
4.401,95.8447780048029,0,0,34.80622832478858,0,0,0,0,0,0,1,0.18799784950192183,6.119621658062256,0.083144034315359,-0.083144034315359,0.11017353960118109,0,0,0,0.00025696586355688735,1,0
4.428,97.00918198853498,0,0,35.00753782605125,0,0,0,0,0,0,1,0.1891941895818579,6.091678571909462,0.08277091903290734,-0.08277091903290734,0.10426479026382099,0,0,0,0.00023186287091567394,1,0
4.451,97.5938950136731,0,0,35.10784335006264,0,0,0,0,0,0,1,0.1897923299094223,6.077707722829923,0.08258434150643548,-0.08258434150643548,0.10130938120511498,0,0,0,0.00022031609994407311,1,0
4.478,98.76832373136116,0,0,35.307756077828465,0,0,0,0,0,0,1,0.19098850769733994,6.04976842735499,0.08221115961640925,-0.08221115961640925,0.09539672318607754,0,0,0,0.000198856205822698,1,0
4.5,99.35803166571087,0,0,35.40736334230672,0,0,0,0,0,0,1,0.19158652902808937,6.0358003577010555,0.08202456044941896,-0.08202456044941896,0.09243956502617645,0,0,0,0.00018889350991098148,1,0
4.531,100.54241529416291,0,0,35.605879850394835,0,0,0,0,0,0,1,0.1927823949881508,6.007868345633907,0.08165135867193593,-0.08165135867193593,0.08652381546255716,0,0,0,0.00017049433380023155,1,0
4.551,101.13708323371365,0,0,35.70478917611022,0,0,0,0,0,0,1,0.1933802224138706,5.9939048050474515,0.08146476126793017,-0.08146476126793017,0.08356531360912452,0,0,0,0.00016195256767684052,1,0
4.577,102.33135198258547,0,0,35.901910196729666,0,0,0,0,0,0,1,0.1945756252804205,5.965983609521608,0.08109158646545772,-0.08109158646545772,0.07764727820258704,0,0,0,0.00014617757458322602,1,0
4.601,102.93094504198403,0,0,36.00012199302477,0,0,0,0,0,0,1,0.19517318363936575,5.952026353566243,0.08090501428284992,-0.08090501428284992,0.07468783313386108,0,0,0,0.00013885407809660687,1,0
4.628,104.1350291626177,0,0,36.19584843258819,0,0,0,0,0,0,1,0.19636797309762838,5.924119485505396,0.0805319133999551,-0.0805319133999551,0.06876830826479605,0,0,0,0.00012528941209902323,1,0
4.651,104.73951247952026,0,0,36.29336319517435,0,0,0,0,0,0,1,0.19696518791755652,5.91017025363993,0.08034538991332978,-0.08034538991332978,0.0658083159321903,0,0,0,0.00011904999937649174,1,0
4.679,105.95334062694397,0,0,36.48755031049795,0,0,0,0,0,0,1,0.19823148052005174,5.8805932764245075,0.0799719785400454,-0.0799719785400454,0.059874315154423964,0,0,0,0.00010745393180622421,1,0
4.701,106.56267298770518,0,0,36.58403721835514,0,0,0,0,0,0,1,0.19897749399147135,5.863168533199206,0.0797833646921226,-0.0797833646921226,0.0568649407538387,0,0,0,0.00010207048982273273,1,0
4.727,107.78613943167025,0,0,36.775758712572966,0,0,0,0,0,0,1,0.20064367287759602,5.824251354930436,0.07939421278080629,-0.07939421278080629,0.05079806066932065,0,0,0,0.00009212831172013933,1,0
4.751,108.4002596410376,0,0,36.87099597272859,0,0,0,0,0,0,1,0.2015412639156645,5.80328619282698,0.07919046392861054,-0.07919046392861054,0.04796028345231868,0,0,0,0.0000875403217964768,1,0
4.778,109.6332395170724,0,0,37.060230203558724,0,0,0,0,0,0,1,0.20342417007850405,5.759306884594942,0.07875874396412522,-0.07875874396412522,0.042751460770152086,0,0,0,0.00007896356227007986,1,0
4.8,110.25208544359397,0,0,37.154229848237044,0,0,0,0,0,0,1,0.20439748813477465,5.7365729557091925,0.07852946939208098,-0.07852946939208098,0.04036319791585062,0,0,0,0.00007503117686902979,1,0
4.828,111.49445509047605,0,0,37.34100088431797,0,0,0,0,0,0,1,0.20638591513889756,5.690128982112893,0.07804323313407596,-0.07804323313407596,0.035979471930621953,0,0,0,0.00006772276358547817,1,0
4.851,112.11796520443563,0,0,37.4337749499886,0,0,0,0,0,0,1,0.20739464842919433,5.666567854546676,0.07778669711561235,-0.07778669711561235,0.03396951870840879,0,0,0,0.00006432985312984594,1,0
4.878,113.36960216453504,0,0,37.61810686273807,0,0,0,0,0,0,1,0.20942949590008011,5.619039631476701,0.07724915930681753,-0.07724915930681753,0.030280191064493707,0,0,0,0.000058063802499136035,1,0
4.901,113.99771553799123,0,0,37.70966738388967,0,0,0,0,0,0,1,0.210452221926354,5.595151673577304,0.07696942988076197,-0.07696942988076197,0.028588621835332506,0,0,0,0.00005515480599392951,1,0
4.928,115.25849855709949,0,0,37.89158423909532,0,0,0,0,0,0,1,0.21250208383963134,5.547272756031469,0.07639158295227728,-0.07639158295227728,0.025483697277999352,0,0,0,0.000049782451012994515,1,0
4.951,115.89115486373181,0,0,37.98194324607568,0,0,0,0,0,0,1,0.21352741955297555,5.523323843298358,0.07609490021255651,-0.07609490021255651,0.024060078844783117,0,0,0,0.00004728835021724365,1,0
4.979,117.16096389060193,0,0,38.161469097565806,0,0,0,0,0,0,1,0.2155756103635908,5.47548395793613,0.07548942487789323,-0.07548942487789323,0.021446985772762002,0,0,0,0.000042682227518565886,1,0
5.002,117.79810340539142,0,0,38.250638612492914,0,0,0,0,0,0,1,0.21659750977325917,5.451615307438876,0.07518187502323839,-0.07518187502323839,0.020248873742550844,0,0,0,0.000040543847919885877,1,0
5.028,119.07681959089207,0,0,38.42779749318692,0,0,0,0,0,0,1,0.218635170656164,5.4040213711024565,0.07455988371735388,-0.07455988371735388,0.018049704237154036,0,0,0,0.00003659467360237231,1,0
5.051,119.71838318959041,0,0,38.51578952634582,0,0,0,0,0,0,1,0.219650425470064,5.380307919377792,0.07424637814196199,-0.07424637814196199,0.017041377565172357,0,0,0,0.000034761280454893577,1,0
5.078,121.00588888547712,0,0,38.69060544204804,0,0,0,0,0,0,1,0.22167285952360827,5.333069638270008,0.07361630520911502,-0.07361630520911502,0.015190564608966962,0,0,0,0.000031365451314867865,1,0
5.101,121.65181804391138,0,0,38.7774319881932,0,0,0,0,0,0,1,0.22267977102455344,5.309551062497931,0.07330037971660947,-0.07330037971660947,0.014341960595492144,0,0,0,0.000029812861474781907,1,0
5.128,122.94799680127005,0,0,38.94992891123984,0,0,0,0,0,0,1,0.22468449563351733,5.262726423417131,0.0726680448217361,-0.0726680448217361,0.01278432322808982,0,0,0,0.000026900443335438954,1,0
5.152,123.59823359449149,0,0,39.035601946842455,0,0,0,0,0,0,1,0.22568216848883785,5.2394236360107165,0.07235204530875704,-0.07235204530875704,0.01207014121575617,0,0,0,0.00002555273112433355,1,0
5.178,124.90297016183855,0,0,39.20580380755912,0,0,0,0,0,0,1,0.2276678813384491,5.193043057309083,0.07172118378522391,-0.07172118378522391,0.010759239344125445,0,0,0,0.00002306376683811314,1,0
5.201,125.55745726306296,0,0,39.290335286422874,0,0,0,0,0,0,1,0.22865584883943757,5.16996695925028,0.07140656826702894,-0.07140656826702894,0.010158186392876259,0,0,0,0.000021908272119523747,1,0
5.228,126.87063758408937,0,0,39.458265968227664,0,0,0,0,0,0,1,0.23062187677989773,5.124046163783818,0.07077943680075899,-0.07077943680075899,0.009054936205760616,0,0,0,0.000019774296435556028,1,0
5.252,127.52931826350519,0,0,39.5416678189143,0,0,0,0,0,0,1,0.23159990111815532,5.101202309597373,0.07046706114317147,-0.07046706114317147,0.008549092255666028,0,0,0,0.000018783604184134736,1,0
5.281,128.8508294745154,0,0,39.70735115103891,0,0,0,0,0,0,1,0.233545908266989,5.055749142621043,0.0698449499020076,-0.0698449499020076,0.007620600961457566,0,0,0,0.000016953986842906947,1,0
5.301,129.5136475979181,0,0,39.78963527352366,0,0,0,0,0,0,1,0.23451387459472867,5.033140214823123,0.06953528986106688,-0.06953528986106688,0.0071948845560801415,0,0,0,0.000016109678298130257,1,0
5.327,130.84337802494798,0,0,39.95309502501921,0,0,0,0,0,0,1,0.23643970672223533,4.988158278702075,0.06891889685771743,-0.06891889685771743,0.006413469702505741,0,0,0,0.00001453592398628263,1,0
5.351,131.51027805222216,0,0,40.03427328761016,0,0,0,0,0,0,1,0.23739756677908305,4.965785404517133,0.06861220209241066,-0.06861220209241066,0.006055188343652705,0,0,0,0.000013807674194569918,1,0
5.378,132.84811720783972,0,0,40.19553316090577,0,0,0,0,0,0,1,0.23930316876444255,4.9212759867162355,0.06800188222549687,-0.06800188222549687,0.005397552480833715,0,0,0,0.000012462737413494308,1,0
5.401,133.51904419128337,0,0,40.27561739725763,0,0,0,0,0,0,1,0.24025091085239886,4.899139439376113,0.06769827485772882,-0.06769827485772882,0.0050960242087724735,0,0,0,0.000011838354269078284,1,0
5.428,134.86488277110635,0,0,40.43470102284016,0,0,0,0,0,0,1,0.24213628240059912,4.855102546786007,0.06709419416230643,-0.06709419416230643,0.004542560288695479,0,0,0,0.000010685239134731592,1,0
5.451,135.53978235361816,0,0,40.51370302905872,0,0,0,0,0,0,1,0.2430739154332892,4.8332021180938884,0.06679372790141824,-0.06679372790141824,0.004288795205456716,0,0,0,0.000010149908654081574,1,0
5.478,136.89351223253388,0,0,40.67063395934408,0,0,0,0,0,0,1,0.24493908782269533,4.789637020141331,0.06619595349524003,-0.06619595349524003,0.003823002008726344,0,0,0,0.000009161256598632553,1,0
5.502,137.5723306456513,0,0,40.74856549118603,0,0,0,0,0,0,1,0.24586663277669007,4.767972220144454,0.06589864712700412,-0.06589864712700412,0.0036094342492888564,0,0,0,0.000008702277643041091,1,0
5.527,138.93384487375968,0,0,40.903367195338575,0,0,0,0,0,0,1,0.2477116561325028,4.724877746047971,0.06530719682445976,-0.06530719682445976,0.0032174244104359174,0,0,0,0.000007854632115175093,1,0
5.552,139.61652893556484,0,0,40.9802399655031,0,0,0,0,0,0,1,0.24862914149611295,4.703447909340791,0.06501305217120873,-0.06501305217120873,0.0030376865706629266,0,0,0,0.000007463471435839408,1,0
5.578,140.9857217338539,0,0,41.132935823807934,0,0,0,0,0,0,1,0.2504540782279683,4.660822601389598,0.0644279203879431,-0.0644279203879431,0.002707772534055686,0,0,0,0.00000673436498590694,1,0
5.601,141.67221884674203,0,0,41.20876149932284,0,0,0,0,0,0,1,0.25136153751554213,4.6396269451726955,0.06413693140877032,-0.06413693140877032,0.0025565058300768143,0,0,0,0.000006398993609608804,1,0
5.628,143.0489856024943,0,0,41.35937479814043,0,0,0,0,0,0,1,0.25316645857366027,4.597469146172364,0.06355810190475594,-0.06355810190475594,0.0022788513919408475,0,0,0,0.0000057738759878760296,1,0
5.651,143.73924375081555,0,0,41.43416499784031,0,0,0,0,0,0,1,0.2540639289785297,4.576506801715772,0.06327025902389705,-0.06327025902389705,0.002151545890987174,0,0,0,0.0000054863369636798285,1,0
5.678,145.12348101277095,0,0,41.58271892474698,0,0,0,0,0,0,1,0.2558489118058127,4.534814702821375,0.0626977107611738,-0.0626977107611738,0.0019178729384526432,0,0,0,0.000004950376760561293,1,0
5.701,145.81744876035037,0,0,41.65648521684291,0,0,0,0,0,0,1,0.2567364334536409,4.514084732904245,0.06241300277604187,-0.06241300277604187,0.001810733097715918,0,0,0,0.000004703847997885362,1,0
5.729,147.2090542336248,0,0,41.80300285580867,0,0,0,0,0,0,1,0.25850156087012777,4.472856399676303,0.06184671238482286,-0.06184671238482286,0.001614074801479838,0,0,0,0.000004244329134010402,1,0
5.751,147.90668072116264,0,0,41.8757567555492,0,0,0,0,0,0,1,0.25937917638150554,4.4523578088034075,0.061565127222582894,-0.061565127222582894,0.001523906306111613,0,0,0,0.0000040316882443964944,1,0
5.777,149.30555326193237,0,0,42.02026108232434,0,0,0,0,0,0,1,0.2611245359119865,4.411591196912887,0.06100506991354213,-0.06100506991354213,0.0013583994082914102,0,0,0,0.0000036389815703172766,1,0
5.801,150.00678820428945,0,0,42.09201404974672,0,0,0,0,0,0,1,0.2619922901318412,4.391322937634852,0.06072659488440242,-0.06072659488440242,0.0012825139346798865,0,0,0,0.000003457760288115492,1,0
5.828,151.41282781425414,0,0,42.234527927556925,0,0,0,0,0,0,1,0.26371797352751336,4.351015904035939,0.06017274471782338,-0.06017274471782338,0.0011432239390359524,0,0,0,0.000003119971720147078,1,0
5.851,152.11762149762924,0,0,42.305291365327015,0,0,0,0,0,0,1,0.26457591335357944,4.3309768809556815,0.05989736657503474,-0.05989736657503474,0.0010793590039305302,0.001,1.2100942855759,0,0.0000029636611369677196,1,1
5.877,153.5307293182554,0,0,42.445837540466876,0,0,0,0,0,0,1,0.26628201636911214,4.291127189092881,0.05934969650111476,-0.05934969650111476,0.0009621330566013494,0.026058698408085553,0.47676095224256665,0,0.000002674985664648147,1,1
5.901,154.23903259725438,0,0,42.515622791807665,0,0,0,0,0,0,1,0.26713019061205523,4.271316262132712,0.05907740143955246,-0.05907740143955246,0.0009083845624310446,0.029421380945461664,0.11009428557589998,0,0.000002541771378548681,1,1
5.928,155.6591109038165,0,0,42.65422388976561,0,0,0,0,0,0,1,0.26881681268937163,4.231921589326821,0.05853588328344118,-0.05853588328344118,0.000809727636901718,0.017813412686880553,-0.6232390477574333,0,0.000002294190086585711,1,1
5.951,156.37087519842336,0,0,42.7230422364869,0,0,0,0,0,0,1,0.2696552719702201,4.2123375761241455,0.05826665693222548,-0.05826665693222548,0.0007644931021635778,0.002842761890923331,-0.9899057144241,0,0.000002179251163247774,1,1
5.978,157.7978273938446,0,0,42.85972075791732,0,0,0,0,0,0,1,0.27132251611868874,4.173395516370627,0.05773126138450529,-0.05773126138450529,0.000681463796991341,0.019385988768491673,1.0114926594428337,0,0.0000019663601389026017,1,1
6.001,158.51300468629296,0,0,42.92758341845475,0,0,0,0,0,0,1,0.27215131280396593,4.154037193793082,0.05746508880589912,-0.05746508880589912,0.0006433945791544163,0.031660866425872236,0.644825992776167,0,0.0000018684354039852606,1,1
6.027,159.94673529479627,0,0,43.062361735540854,0,0,0,0,0,0,1,0.2737992853818235,4.115545262867409,0.056935785429976425,-0.056935785429976425,0.0005735174217182142,0.03787728840730002,-0.0885073405571663,0,0.000001685907968054287,1,1
6.052,160.66527812635022,0,0,43.129279863231886,0,0,0,0,0,0,1,0.27461847345687757,4.096411369971503,0.05667265112818854,-0.05667265112818854,0.0005414785081955058,0.03181883273134725,-0.45517400722383294,0,0.0000016014439788547726,1,1
6.078,162.10569278693066,0,0,43.26218021610557,0,0,0,0,0,0,1,0.27624728404117815,4.058367008466767,0.05614940838642703,-0.05614940838642703,0.00048267014985461855,0.001368588046108378,-1.1885073405571662,0,0.000001445911803686153,1,1
6.101,162.82755425457674,0,0,43.32816489740445,0,0,0,0,0,0,1,0.2770569190620879,4.039456247621233,0.05588929632366523,-0.05588929632366523,0.0004557063182331568,0.001,1.551151134308657,0,0.0000013734716223214814,1,1
6.127,164.27455971430095,0,0,43.45920939080413,0,0,0,0,0,0,1,0.27866668027829533,4.001856824928389,0.05537208161385628,-0.05537208161385628,0.0004062134204445234,0.03742726003251079,0.8178178009753236,0,0.0000012392971932716066,1,1
6.151,164.99969346735577,0,0,43.52427164360471,0,0,0,0,0,0,1,0.27946681931262723,3.9831678631979215,0.055114975230208876,-0.055114975230208876,0.000383520759059635,0.046474223382099514,0.45115113430865694,0,0.0000011772084038887032,1,1
6.177,166.45319757449386,0,0,43.653482243576406,0,0,0,0,0,0,1,0.28105764671865213,3.94601068021434,0.0546037549264108,-0.0546037549264108,0.0003418677185629573,0.046234816747943636,-0.28218219902467634,0,0.0000010625423957637524,1,1
6.202,167.18155781113094,0,0,43.717633015698844,0,0,0,0,0,0,1,0.281848348239552,3.9275421518333213,0.054349637160876894,-0.054349637160876894,0.00032276965831845827,0.03694844676419903,-0.648848865691343,0,0.0000010096277844547223,1,1
6.228,168.64146950813554,0,0,43.8450315466041,0,0,0,0,0,0,1,0.28342036015756666,3.8908244448911216,0.05384437665787222,-0.05384437665787222,0.0002877146128445129,0.000042373463376491755,-1.3821821990246763,0,9.112849699173512e-7,1,1
6.251,169.37301097183698,0,0,43.90828171426587,0,0,0,0,0,0,1,0.2842016839975831,3.8725749523421666,0.05359322997118122,-0.05359322997118122,0.00027164175568085734,0.001,1.7088893381771797,0,8.656295929244949e-7,1,1
6.278,170.83924028817117,0,0,44.03388985580747,0,0,0,0,0,0,1,0.28575500140537724,3.836293895745833,0.05309389372920895,-0.05309389372920895,0.00024213955851764188,0.042685200161461545,0.9755560048438463,0,7.813129251130899e-7,1,1
6.301,171.57391826410526,0,0,44.09625022219407,0,0,0,0,0,0,1,0.28652700869103653,3.818262011287932,0.05284570012569833,-0.05284570012569833,0.00022861270112500771,0.05436113357552565,0.6088893381771796,0,7.421691475649267e-7,1,1
6.328,173.04637630892904,0,0,44.22008950668557,0,0,0,0,0,0,1,0.2880617550699045,3.782414720867231,0.05235225171398221,-0.05235225171398221,0.00020378376064897428,0.059379667070320524,-0.1244439951561537,0,6.696666509609974e-7,1,1
6.356,173.78414662026003,0,0,44.28157080062227,0,0,0,0,0,0,1,0.28882450814831306,3.764598988250116,0.05210699276336037,-0.05210699276336037,0.00019239960728672004,0.0527222671510513,-0.49111066182282037,0,6.363172517431426e-7,1,1
6.377,175.26274557498408,0,0,44.40366261036815,0,0,0,0,0,0,1,0.29034080935752216,3.7291825242921615,0.05161939490341626,-0.05161939490341626,0.00017150366242702468,0.02107413397917951,-1.2244439951561537,0,5.741553685149722e-7,1,1
6.401,176.00356457911687,0,0,44.46427548505594,0,0,0,0,0,0,1,0.2910943717294395,3.7115814603195196,0.05137705176224387,-0.05137705176224387,0.00016192280088516388,0,0,0,5.45390184552374e-7,1,0
6.428,177.48821768982893,0,0,44.58464104985849,0,0,0,0,0,0,1,0.29259235589220856,3.6765928302319857,0.050895266370299765,-0.050895266370299765,0.00014433685065096423,0.03730642064155415,1.2689234923288326,0,4.922664427182446e-7,1,1
6.451,178.23204227459166,0,0,44.64439608165791,0,0,0,0,0,0,1,0.2933367921561191,3.6592049260677917,0.05065581980274636,-0.05065581980274636,0.00013627363286362662,0.05387181218036803,0.9022568256621659,0,4.6775157387087817e-7,1,1
6.478,179.72266384436426,0,0,44.76305647653178,0,0,0,0,0,0,1,0.2948165895110222,3.624641087849697,0.05017980803071966,-0.05017980803071966,0.00012147336191554107,0.06866926192466245,0.16892349232883255,0,4.2205688519930424e-7,1,1
6.501,180.46945142413384,0,0,44.82196416383764,0,0,0,0,0,0,1,0.29555196530173444,3.607464810452347,0.049943238429030146,-0.049943238429030146,0.00011468738752253149,0.066901320130143,-0.1977431743378341,0,4.010384523163807e-7,1,1
6.527,181.96595680521853,0,0,44.93894030676517,0,0,0,0,0,0,1,0.2970137081092161,3.573322674877595,0.049472960704807285,-0.049472960704807285,0.00010223153400198875,0.04503210320777074,-0.9310765076711675,0,3.6186097382651566e-7,1,1
6.551,182.71566531699062,0,0,44.99701106894385,0,0,0,0,0,0,1,0.2977400900353267,3.5563564684605837,0.049239248108931044,-0.049239248108931044,0,0.024930828079917956,-1.297743174337834,0,3.437317390378084e-7,1,1
6.577,184.21797090290698,0,0,45.112323718844586,0,0,0,0,0,0,1,0.2991839124429715,3.52263290222488,0.04877466417517509,-0.04877466417517509,0,0.014966794207925436,1.6760153049510522,0,3.103484953558688e-7,1,1
6.601,184.97055880231548,0,0,45.16956789523982,0,0,0,0,0,0,1,0.29990136802839207,3.505875189622557,0.04854378829209788,-0.04854378829209788,0,0.038317049290442974,1.3093486382843855,0,2.9480003573854077e-7,1,1
